County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-11,Age 12-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnkAge,14-Day Count,14-Day Case Rate,dtm_updated
Benton County,2021-04-18 00:00:00,16,198,214,30.57,20,38,63,52,31,10,0,0,372,212.93,2021-11-08 11:28:08
Benton County,2021-04-25 00:00:00,19,205,224,32,34,32,70,49,23,11,5,0,340,191.05,2021-11-08 11:28:08
Benton County,2021-05-02 00:00:00,14,155,169,24.14,19,34,52,40,17,5,2,0,260,148.27,2021-11-08 11:28:08
Benton County,2021-05-09 00:00:00,6,130,136,19.43,13,32,38,29,17,6,1,0,225,126.4,2021-11-08 11:28:08
Benton County,2021-05-16 00:00:00,9,115,124,17.71,13,22,31,32,16,6,4,0,197,117.16,2021-11-08 11:28:08
Benton County,2021-05-23 00:00:00,12,105,117,16.71,20,24,25,28,11,9,0,0,223,125.91,2021-11-08 11:28:08
Benton County,2021-05-30 00:00:00,5,137,142,20.29,13,23,45,25,21,15,0,0,226,131.75,2021-11-08 11:28:08
Benton County,2021-06-06 00:00:00,7,122,129,18.43,17,28,34,26,13,11,0,0,226,122.51,2021-11-08 11:28:08
Benton County,2021-06-13 00:00:00,8,115,123,17.57,10,16,38,31,18,8,2,0,252,134.66,2021-11-08 11:28:08
Benton County,2021-06-20 00:00:00,16,138,154,22,10,15,48,34,29,17,1,0,330,188.62,2021-11-08 11:28:08
Benton County,2021-06-27 00:00:00,31,203,234,33.43,40,18,66,68,26,13,3,0,433,238.7,2021-11-08 11:28:08
Benton County,2021-07-04 00:00:00,18,239,257,36.71,31,27,80,53,35,24,7,0,559,300.44,2021-11-08 11:28:08
Benton County,2021-07-11 00:00:00,38,323,361,51.57,23,36,127,92,55,20,8,0,825,459.89,2021-11-08 11:28:08
Benton County,2021-07-18 00:00:00,60,525,585,83.57,53,68,191,129,94,41,8,1,1297,712.69,2021-11-08 11:28:08
Benton County,2021-07-25 00:00:00,122,759,881,125.86,84,85,322,203,140,37,10,0,1755,983.47,2021-11-08 11:28:08
Benton County,2021-08-01 00:00:00,190,952,1142,163.14,131,137,342,282,173,66,10,1,2074,1138.55,2021-11-08 11:28:08
Benton County,2021-08-08 00:00:00,124,1076,1200,171.43,124,144,368,306,172,59,24,3,2097,1120.08,2021-11-08 11:28:08
Benton County,2021-08-15 00:00:00,135,969,1104,157.71,116,91,345,280,180,77,14,1,2006,1113.76,2021-11-08 11:28:08
Benton County,2021-08-22 00:00:00,183,1004,1187,169.57,152,133,347,293,172,58,32,0,2040,1151.68,2021-11-08 11:28:08
Benton County,2021-08-29 00:00:00,169,1013,1182,168.86,164,165,323,249,161,92,28,0,2052,1168.69,2021-11-08 11:28:08
Benton County,2021-09-05 00:00:00,138,1084,1222,174.57,175,177,291,261,198,89,30,1,1865,1073.41,2021-11-08 11:28:08
Benton County,2021-09-12 00:00:00,119,867,986,140.86,176,167,234,219,130,50,9,1,1604,921.24,2021-11-08 11:28:08
Benton County,2021-09-19 00:00:00,80,829,909,129.86,152,139,191,194,139,71,21,2,1378,773.46,2021-11-08 11:28:08
Benton County,2021-09-26 00:00:00,46,636,682,97.43,118,95,151,158,80,65,14,1,1063,595.53,2021-11-08 11:28:08
Benton County,2021-10-03 00:00:00,40,503,543,77.57,85,77,136,123,73,40,9,0,864,481.77,2021-11-08 11:28:08
Benton County,2021-10-10 00:00:00,53,395,448,64,71,56,97,96,71,43,14,0,701,381.14,2021-11-08 11:28:08
Benton County,2021-10-17 00:00:00,52,284,336,48,45,38,55,86,60,43,9,0,576,312.11,2021-11-08 11:28:08
Benton County,2021-10-24 00:00:00,59,247,306,43.71,38,28,65,76,56,34,9,0,477,260.57,2021-11-08 11:28:08
Benton County,2021-10-31 00:00:00,41,189,230,32.86,29,30,57,48,41,21,4,0,59,0,2021-11-08 11:28:08
Chelan County,2020-03-08 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,0,9,11.3,2021-11-08 11:28:08
Chelan County,2020-03-15 00:00:00,0,7,7,1,0,0,1,0,4,0,2,0,14,17.57,2021-11-08 11:28:08
Chelan County,2020-03-22 00:00:00,0,7,7,1,0,0,1,0,1,1,4,0,23,30.13,2021-11-08 11:28:08
Chelan County,2020-03-29 00:00:00,0,17,17,2.43,0,1,5,4,2,4,1,0,44,55.23,2021-11-08 11:28:08
Chelan County,2020-04-05 00:00:00,0,27,27,3.86,0,0,6,6,9,5,1,0,46,59,2021-11-08 11:28:08
Chelan County,2020-04-12 00:00:00,0,20,20,2.86,1,0,14,4,1,0,0,0,34,43.94,2021-11-08 11:28:08
Chelan County,2020-04-19 00:00:00,0,15,15,2.14,1,0,5,7,1,1,0,0,42,57.75,2021-11-08 11:28:08
Chelan County,2020-04-26 00:00:00,0,31,31,4.43,2,2,8,9,5,5,0,0,52,71.55,2021-11-08 11:28:08
Chelan County,2020-05-03 00:00:00,0,26,26,3.71,0,5,8,4,9,0,0,0,51,72.81,2021-11-08 11:28:08
Chelan County,2020-05-10 00:00:00,0,32,32,4.57,4,3,8,13,2,1,1,0,78,104.19,2021-11-08 11:28:08
Chelan County,2020-05-17 00:00:00,0,51,51,7.29,3,2,16,24,5,1,0,0,65,85.36,2021-11-08 11:28:08
Chelan County,2020-05-24 00:00:00,0,17,17,2.43,2,1,3,5,4,2,0,0,27,38.92,2021-11-08 11:28:08
Chelan County,2020-05-31 00:00:00,0,14,14,2,0,4,6,2,1,1,0,0,19,28.87,2021-11-08 11:28:08
Chelan County,2020-06-07 00:00:00,0,9,9,1.29,2,2,3,2,0,0,0,0,26,32.64,2021-11-08 11:28:08
Chelan County,2020-06-14 00:00:00,0,17,17,2.43,0,0,8,4,4,0,1,0,55,71.55,2021-11-08 11:28:08
Chelan County,2020-06-21 00:00:00,0,40,40,5.71,0,2,17,11,6,2,2,0,132,188.3,2021-11-08 11:28:08
Chelan County,2020-06-28 00:00:00,0,110,110,15.71,5,13,35,30,16,8,3,0,241,331.41,2021-11-08 11:28:08
Chelan County,2020-07-05 00:00:00,0,154,154,22,11,12,52,44,23,7,5,0,310,416.77,2021-11-08 11:28:08
Chelan County,2020-07-12 00:00:00,0,178,178,25.43,10,12,67,44,37,5,3,0,346,484.56,2021-11-08 11:28:08
Chelan County,2020-07-19 00:00:00,1,207,208,29.71,14,26,66,53,26,16,7,0,394,554.86,2021-11-08 11:28:08
Chelan County,2020-07-26 00:00:00,1,233,234,33.43,25,23,82,54,34,14,2,0,388,513.43,2021-11-08 11:28:08
Chelan County,2020-08-02 00:00:00,8,167,175,25,8,13,50,60,34,9,1,0,317,433.09,2021-11-08 11:28:08
Chelan County,2020-08-09 00:00:00,4,166,170,24.29,9,19,51,44,36,10,1,0,282,376.6,2021-11-08 11:28:08
Chelan County,2020-08-16 00:00:00,4,126,130,18.57,9,9,45,35,19,12,1,0,211,278.68,2021-11-08 11:28:08
Chelan County,2020-08-23 00:00:00,39,53,92,13.14,5,6,35,23,20,1,2,0,155,223.45,2021-11-08 11:28:08
Chelan County,2020-08-30 00:00:00,41,45,86,12.29,10,13,18,23,15,6,1,0,158,227.22,2021-11-08 11:28:08
Chelan County,2020-09-06 00:00:00,44,51,95,13.57,9,14,20,29,16,6,1,0,139,177,2021-11-08 11:28:08
Chelan County,2020-09-13 00:00:00,34,12,46,6.57,1,1,11,11,13,9,0,0,95,128.04,2021-11-08 11:28:08
Chelan County,2020-09-20 00:00:00,36,20,56,8,6,1,28,11,5,4,1,0,94,133.07,2021-11-08 11:28:08
Chelan County,2020-09-27 00:00:00,21,29,50,7.14,8,4,22,7,7,2,0,0,111,156.92,2021-11-08 11:28:08
Chelan County,2020-10-04 00:00:00,32,43,75,10.71,7,7,24,14,18,4,1,0,133,185.79,2021-11-08 11:28:08
Chelan County,2020-10-11 00:00:00,31,42,73,10.43,7,8,26,13,12,6,1,0,130,174.49,2021-11-08 11:28:08
Chelan County,2020-10-18 00:00:00,28,38,66,9.43,4,5,16,19,12,8,2,0,160,230.98,2021-11-08 11:28:08
Chelan County,2020-10-25 00:00:00,78,40,118,16.86,7,17,36,28,17,11,2,0,257,380.37,2021-11-08 11:28:08
Chelan County,2020-11-01 00:00:00,116,69,185,26.43,24,22,36,50,45,8,0,0,395,584.99,2021-11-08 11:28:08
Chelan County,2020-11-08 00:00:00,202,79,281,40.14,25,46,74,59,44,32,1,0,602,842.33,2021-11-08 11:28:08
Chelan County,2020-11-15 00:00:00,265,125,390,55.71,23,46,100,97,75,33,16,0,710,947.78,2021-11-08 11:28:08
Chelan County,2020-11-22 00:00:00,201,164,365,52.14,20,25,88,85,83,47,17,0,665,930.2,2021-11-08 11:28:08
Chelan County,2020-11-29 00:00:00,255,121,376,53.71,29,47,104,92,56,34,14,0,615,843.59,2021-11-08 11:28:08
Chelan County,2020-12-06 00:00:00,209,87,296,42.29,25,32,84,76,51,19,9,0,520,731.86,2021-11-08 11:28:08
Chelan County,2020-12-13 00:00:00,196,91,287,41,26,37,75,56,48,30,14,1,449,611.35,2021-11-08 11:28:08
Chelan County,2020-12-20 00:00:00,140,60,200,28.57,8,30,49,55,34,17,7,0,430,598.79,2021-11-08 11:28:08
Chelan County,2020-12-27 00:00:00,180,97,277,39.57,19,28,93,61,40,25,11,0,460,641.48,2021-11-08 11:28:08
Chelan County,2021-01-03 00:00:00,161,73,234,33.43,21,30,63,45,45,24,6,0,377,517.2,2021-11-08 11:28:08
Chelan County,2021-01-10 00:00:00,125,53,178,25.43,10,25,38,48,28,20,9,0,295,402.96,2021-11-08 11:28:08
Chelan County,2021-01-17 00:00:00,95,48,143,20.43,6,20,32,23,29,19,14,0,241,327.64,2021-11-08 11:28:08
Chelan County,2021-01-24 00:00:00,85,33,118,16.86,10,10,18,25,25,15,15,0,190,276.17,2021-11-08 11:28:08
Chelan County,2021-01-31 00:00:00,85,17,102,14.57,13,17,21,15,19,15,2,0,166,243.54,2021-11-08 11:28:08
Chelan County,2021-02-07 00:00:00,60,32,92,13.14,8,20,16,24,14,10,0,0,135,182.02,2021-11-08 11:28:08
Chelan County,2021-02-14 00:00:00,39,14,53,7.57,3,7,9,14,8,9,3,0,70,100.43,2021-11-08 11:28:08
Chelan County,2021-02-21 00:00:00,20,7,27,3.86,5,5,4,7,1,3,2,0,61,90.38,2021-11-08 11:28:08
Chelan County,2021-02-28 00:00:00,35,10,45,6.43,4,7,13,11,7,3,0,0,75,99.17,2021-11-08 11:28:08
Chelan County,2021-03-07 00:00:00,29,5,34,4.86,2,2,10,7,9,3,1,0,95,149.38,2021-11-08 11:28:08
Chelan County,2021-03-14 00:00:00,71,14,85,12.14,8,16,23,18,11,8,1,0,149,210.9,2021-11-08 11:28:08
Chelan County,2021-03-21 00:00:00,62,21,83,11.86,10,9,28,19,10,7,0,0,145,200.85,2021-11-08 11:28:08
Chelan County,2021-03-28 00:00:00,65,12,77,11,5,10,18,20,17,6,1,0,133,182.02,2021-11-08 11:28:08
Chelan County,2021-04-04 00:00:00,52,16,68,9.71,5,7,19,17,16,3,1,0,121,175.75,2021-11-08 11:28:08
Chelan County,2021-04-11 00:00:00,55,17,72,10.29,9,10,21,11,14,6,1,0,121,187.04,2021-11-08 11:28:08
Chelan County,2021-04-18 00:00:00,55,22,77,11,9,19,16,14,14,5,0,0,107,151.9,2021-11-08 11:28:08
Chelan County,2021-04-25 00:00:00,32,12,44,6.29,6,8,12,11,3,3,1,0,71,100.43,2021-11-08 11:28:08
Chelan County,2021-05-02 00:00:00,26,10,36,5.14,5,4,11,12,4,0,0,0,67,92.89,2021-11-08 11:28:08
Chelan County,2021-05-09 00:00:00,22,16,38,5.43,4,3,12,13,2,4,0,0,71,109.21,2021-11-08 11:28:08
Chelan County,2021-05-16 00:00:00,38,11,49,7,8,8,8,7,9,7,2,0,74,107.96,2021-11-08 11:28:08
Chelan County,2021-05-23 00:00:00,27,10,37,5.29,6,6,16,2,5,2,0,0,62,84.11,2021-11-08 11:28:08
Chelan County,2021-05-30 00:00:00,21,9,30,4.29,1,4,14,4,2,2,3,0,57,79.09,2021-11-08 11:28:08
Chelan County,2021-06-06 00:00:00,27,6,33,4.71,2,4,12,9,4,2,0,0,62,87.87,2021-11-08 11:28:08
Chelan County,2021-06-13 00:00:00,26,11,37,5.29,2,6,11,9,5,3,1,0,59,85.36,2021-11-08 11:28:08
Chelan County,2021-06-20 00:00:00,21,10,31,4.43,7,2,5,11,4,2,0,0,50,69.04,2021-11-08 11:28:08
Chelan County,2021-06-27 00:00:00,17,7,24,3.43,4,1,5,6,5,1,2,0,54,80.34,2021-11-08 11:28:08
Chelan County,2021-07-04 00:00:00,26,14,40,5.71,4,6,9,7,8,6,0,0,68,96.66,2021-11-08 11:28:08
Chelan County,2021-07-11 00:00:00,24,13,37,5.29,4,5,4,10,2,9,3,0,95,131.81,2021-11-08 11:28:08
Chelan County,2021-07-18 00:00:00,51,17,68,9.71,3,7,18,21,11,4,4,0,177,258.6,2021-11-08 11:28:08
Chelan County,2021-07-25 00:00:00,89,49,138,19.71,15,14,43,24,21,14,7,0,307,433.09,2021-11-08 11:28:08
Chelan County,2021-08-01 00:00:00,136,71,207,29.57,7,31,63,39,42,19,6,0,475,669.09,2021-11-08 11:28:08
Chelan County,2021-08-08 00:00:00,232,94,326,46.57,31,27,106,64,58,35,5,0,637,892.54,2021-11-08 11:28:08
Chelan County,2021-08-15 00:00:00,281,104,385,55,39,35,100,85,86,24,16,0,740,1048.2,2021-11-08 11:28:08
Chelan County,2021-08-22 00:00:00,339,111,450,64.29,40,55,113,113,81,38,10,0,733,1035.65,2021-11-08 11:28:08
Chelan County,2021-08-29 00:00:00,301,74,375,53.57,48,44,71,82,84,37,9,0,677,979.16,2021-11-08 11:28:08
Chelan County,2021-09-05 00:00:00,309,96,405,57.86,48,55,102,84,76,30,10,0,643,935.22,2021-11-08 11:28:08
Chelan County,2021-09-12 00:00:00,269,71,340,48.57,56,46,73,74,54,32,5,0,532,763.24,2021-11-08 11:28:08
Chelan County,2021-09-19 00:00:00,207,61,268,38.29,39,37,66,59,45,16,5,1,463,687.92,2021-11-08 11:28:08
Chelan County,2021-09-26 00:00:00,205,75,280,40,44,41,58,70,38,24,5,0,491,741.9,2021-11-08 11:28:08
Chelan County,2021-10-03 00:00:00,255,56,311,44.43,47,53,67,56,54,25,9,0,514,731.86,2021-11-08 11:28:08
Chelan County,2021-10-10 00:00:00,195,77,272,38.86,43,26,48,63,60,26,6,0,452,651.52,2021-11-08 11:28:08
Chelan County,2021-10-17 00:00:00,186,61,247,35.29,40,27,41,52,47,33,7,0,386,539.79,2021-11-08 11:28:08
Chelan County,2021-10-24 00:00:00,138,45,183,26.14,27,17,38,36,32,22,11,0,323,455.69,2021-11-08 11:28:08
Chelan County,2021-10-31 00:00:00,135,45,180,25.71,13,27,43,26,38,27,6,0,40,0,2021-11-08 11:28:08
Clallam County,2020-03-08 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,5,6.51,2021-11-08 11:28:08
Clallam County,2020-03-15 00:00:00,0,4,4,0.57,0,0,0,2,0,2,0,0,8,10.42,2021-11-08 11:28:08
Clallam County,2020-03-22 00:00:00,0,4,4,0.57,0,0,1,0,1,2,0,0,4,5.21,2021-11-08 11:28:08
Clallam County,2020-04-05 00:00:00,0,3,3,0.43,0,0,2,0,1,0,0,0,5,6.51,2021-11-08 11:28:08
Clallam County,2020-04-12 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,5,6.51,2021-11-08 11:28:08
Clallam County,2020-04-19 00:00:00,0,3,3,0.43,0,0,2,1,0,0,0,0,5,6.51,2021-11-08 11:28:08
Clallam County,2020-04-26 00:00:00,0,2,2,0.29,0,0,0,1,0,0,1,0,2,2.61,2021-11-08 11:28:08
Clallam County,2020-05-10 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,2,7.82,2021-11-08 11:28:08
Clallam County,2020-05-17 00:00:00,0,4,4,0.57,1,3,0,0,0,0,0,0,4,5.21,2021-11-08 11:28:08
Clallam County,2020-05-31 00:00:00,0,2,2,0.29,0,0,1,0,0,0,1,0,4,5.21,2021-11-08 11:28:08
Clallam County,2020-06-07 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,0,6,7.82,2021-11-08 11:28:08
Clallam County,2020-06-14 00:00:00,0,4,4,0.57,0,0,2,0,1,1,0,0,6,9.12,2021-11-08 11:28:08
Clallam County,2020-06-21 00:00:00,0,3,3,0.43,0,1,1,0,1,0,0,0,10,14.33,2021-11-08 11:28:08
Clallam County,2020-06-28 00:00:00,0,8,8,1.14,0,1,0,3,2,2,0,0,17,31.26,2021-11-08 11:28:08
Clallam County,2020-07-05 00:00:00,0,16,16,2.29,0,7,3,2,4,0,0,0,19,26.05,2021-11-08 11:28:08
Clallam County,2020-07-12 00:00:00,0,4,4,0.57,0,1,1,0,2,0,0,0,13,20.84,2021-11-08 11:28:08
Clallam County,2020-07-19 00:00:00,0,12,12,1.71,2,1,2,2,3,2,0,0,24,35.17,2021-11-08 11:28:08
Clallam County,2020-07-26 00:00:00,0,15,15,2.14,1,2,8,1,2,0,1,0,26,37.78,2021-11-08 11:28:08
Clallam County,2020-08-02 00:00:00,0,14,14,2,0,3,5,3,2,0,1,0,53,96.39,2021-11-08 11:28:08
Clallam County,2020-08-09 00:00:00,0,60,60,8.57,12,9,23,12,3,1,0,0,83,110.72,2021-11-08 11:28:08
Clallam County,2020-08-16 00:00:00,0,25,25,3.57,2,0,15,5,2,1,0,0,33,52.1,2021-11-08 11:28:08
Clallam County,2020-08-23 00:00:00,0,15,15,2.14,5,2,3,4,0,1,0,0,21,29.96,2021-11-08 11:28:08
Clallam County,2020-08-30 00:00:00,0,8,8,1.14,1,1,1,3,0,1,1,0,12,16.93,2021-11-08 11:28:08
Clallam County,2020-09-06 00:00:00,0,5,5,0.71,1,0,1,1,0,2,0,0,12,18.24,2021-11-08 11:28:08
Clallam County,2020-09-13 00:00:00,0,9,9,1.29,0,2,2,1,3,1,0,0,12,18.24,2021-11-08 11:28:08
Clallam County,2020-09-20 00:00:00,0,5,5,0.71,2,0,2,0,1,0,0,0,13,18.24,2021-11-08 11:28:08
Clallam County,2020-09-27 00:00:00,0,9,9,1.29,0,1,0,2,1,4,1,0,16,20.84,2021-11-08 11:28:08
Clallam County,2020-10-04 00:00:00,1,6,7,1,0,0,2,0,1,3,1,0,12,18.24,2021-11-08 11:28:08
Clallam County,2020-10-11 00:00:00,0,7,7,1,1,1,3,2,0,0,0,0,17,24.75,2021-11-08 11:28:08
Clallam County,2020-10-18 00:00:00,0,12,12,1.71,1,1,6,1,1,2,0,0,17,26.05,2021-11-08 11:28:08
Clallam County,2020-10-25 00:00:00,0,8,8,1.14,2,1,1,2,1,1,0,0,21,29.96,2021-11-08 11:28:08
Clallam County,2020-11-01 00:00:00,0,15,15,2.14,2,0,7,2,2,1,1,0,58,79.46,2021-11-08 11:28:08
Clallam County,2020-11-08 00:00:00,0,46,46,6.57,2,1,9,9,12,10,3,0,131,182.36,2021-11-08 11:28:08
Clallam County,2020-11-15 00:00:00,2,92,94,13.43,3,6,10,21,20,29,5,0,145,203.2,2021-11-08 11:28:08
Clallam County,2020-11-22 00:00:00,3,59,62,8.86,6,5,14,19,8,7,3,0,128,181.06,2021-11-08 11:28:08
Clallam County,2020-11-29 00:00:00,1,76,77,11,5,6,26,23,10,7,0,0,113,155.01,2021-11-08 11:28:08
Clallam County,2020-12-06 00:00:00,2,40,42,6,0,6,8,8,9,8,3,0,88,121.14,2021-11-08 11:28:08
Clallam County,2020-12-13 00:00:00,8,43,51,7.29,5,0,9,9,12,12,4,0,92,125.05,2021-11-08 11:28:08
Clallam County,2020-12-20 00:00:00,6,39,45,6.43,1,3,14,13,7,5,2,0,82,112.02,2021-11-08 11:28:08
Clallam County,2020-12-27 00:00:00,4,37,41,5.86,1,3,12,12,8,4,1,0,93,136.77,2021-11-08 11:28:08
Clallam County,2021-01-03 00:00:00,2,62,64,9.14,5,7,18,13,14,5,2,0,101,136.77,2021-11-08 11:28:08
Clallam County,2021-01-10 00:00:00,6,35,41,5.86,2,2,9,9,7,8,4,0,76,102.9,2021-11-08 11:28:08
Clallam County,2021-01-17 00:00:00,6,32,38,5.43,2,1,13,8,6,6,2,0,67,93.79,2021-11-08 11:28:08
Clallam County,2021-01-24 00:00:00,6,28,34,4.86,3,2,7,9,7,6,0,0,48,67.73,2021-11-08 11:28:08
Clallam County,2021-01-31 00:00:00,7,11,18,2.57,0,4,2,7,3,2,0,0,34,49.5,2021-11-08 11:28:08
Clallam County,2021-02-07 00:00:00,2,18,20,2.86,4,0,4,2,8,2,0,0,31,46.89,2021-11-08 11:28:08
Clallam County,2021-02-14 00:00:00,3,13,16,2.29,2,3,3,1,6,1,0,0,22,28.66,2021-11-08 11:28:08
Clallam County,2021-02-21 00:00:00,4,2,6,0.86,0,0,0,0,4,2,0,0,12,20.84,2021-11-08 11:28:08
Clallam County,2021-02-28 00:00:00,3,7,10,1.43,4,0,1,4,1,0,0,0,16,28.66,2021-11-08 11:28:08
Clallam County,2021-03-07 00:00:00,4,8,12,1.71,5,1,2,1,2,1,0,0,21,33.87,2021-11-08 11:28:08
Clallam County,2021-03-14 00:00:00,2,12,14,2,3,2,2,4,3,0,0,0,21,35.17,2021-11-08 11:28:08
Clallam County,2021-03-21 00:00:00,2,11,13,1.86,4,2,2,3,2,0,0,0,35,59.92,2021-11-08 11:28:08
Clallam County,2021-03-28 00:00:00,8,25,33,4.71,3,8,6,10,4,2,0,0,65,104.21,2021-11-08 11:28:08
Clallam County,2021-04-04 00:00:00,10,37,47,6.71,4,11,15,7,8,2,0,0,72,113.33,2021-11-08 11:28:08
Clallam County,2021-04-11 00:00:00,11,29,40,5.71,5,10,3,13,5,2,2,0,64,91.18,2021-11-08 11:28:08
Clallam County,2021-04-18 00:00:00,6,24,30,4.29,1,5,11,8,3,2,0,0,58,105.51,2021-11-08 11:28:08
Clallam County,2021-04-25 00:00:00,5,46,51,7.29,13,10,14,8,5,1,0,0,72,115.93,2021-11-08 11:28:08
Clallam County,2021-05-02 00:00:00,8,30,38,5.43,7,10,7,7,5,2,0,0,56,80.76,2021-11-08 11:28:08
Clallam County,2021-05-09 00:00:00,9,15,24,3.43,4,2,5,4,7,1,1,0,44,62.52,2021-11-08 11:28:08
Clallam County,2021-05-16 00:00:00,3,21,24,3.43,2,2,5,4,1,8,2,0,35,46.89,2021-11-08 11:28:08
Clallam County,2021-05-23 00:00:00,1,11,12,1.71,0,1,3,4,2,1,1,0,29,37.78,2021-11-08 11:28:08
Clallam County,2021-05-30 00:00:00,5,12,17,2.43,0,0,4,6,3,1,3,0,48,71.64,2021-11-08 11:28:08
Clallam County,2021-06-06 00:00:00,2,36,38,5.43,2,5,7,8,7,6,3,0,61,83.37,2021-11-08 11:28:08
Clallam County,2021-06-13 00:00:00,2,24,26,3.71,2,1,6,5,3,8,1,0,51,67.73,2021-11-08 11:28:08
Clallam County,2021-06-20 00:00:00,3,23,26,3.71,1,0,8,6,4,7,0,0,46,66.43,2021-11-08 11:28:08
Clallam County,2021-06-27 00:00:00,4,21,25,3.57,3,2,4,2,5,7,2,0,49,70.34,2021-11-08 11:28:08
Clallam County,2021-07-04 00:00:00,5,24,29,4.14,3,2,9,4,8,2,1,0,65,97.69,2021-11-08 11:28:08
Clallam County,2021-07-11 00:00:00,2,44,46,6.57,2,8,7,8,14,6,1,0,91,138.07,2021-11-08 11:28:08
Clallam County,2021-07-18 00:00:00,6,54,60,8.57,5,10,14,10,8,11,2,0,143,211.02,2021-11-08 11:28:08
Clallam County,2021-07-25 00:00:00,10,92,102,14.57,5,14,24,24,16,15,4,0,208,302.2,2021-11-08 11:28:08
Clallam County,2021-08-01 00:00:00,17,113,130,18.57,10,14,45,21,22,15,3,0,256,381.66,2021-11-08 11:28:08
Clallam County,2021-08-08 00:00:00,10,153,163,23.29,19,18,40,28,32,22,4,0,368,560.11,2021-11-08 11:28:08
Clallam County,2021-08-15 00:00:00,24,243,267,38.14,28,34,67,59,52,23,4,0,573,868.83,2021-11-08 11:28:08
Clallam County,2021-08-22 00:00:00,54,346,400,57.14,38,56,104,86,73,35,8,0,772,1134.56,2021-11-08 11:28:08
Clallam County,2021-08-29 00:00:00,47,424,471,67.29,48,51,131,106,77,39,19,0,781,1160.61,2021-11-08 11:28:08
Clallam County,2021-09-05 00:00:00,33,387,420,60,62,48,95,96,66,40,13,0,653,950.89,2021-11-08 11:28:08
Clallam County,2021-09-12 00:00:00,33,277,310,44.29,43,34,91,66,42,23,11,0,473,678.65,2021-11-08 11:28:08
Clallam County,2021-09-19 00:00:00,34,177,211,30.14,26,22,58,42,37,19,7,0,361,528.85,2021-11-08 11:28:08
Clallam County,2021-09-26 00:00:00,37,158,195,27.86,27,18,42,41,31,27,9,0,351,502.8,2021-11-08 11:28:08
Clallam County,2021-10-03 00:00:00,40,151,191,27.29,19,16,41,46,34,22,13,0,340,483.26,2021-11-08 11:28:08
Clallam County,2021-10-10 00:00:00,28,152,180,25.71,24,7,57,35,29,17,11,0,286,399.9,2021-11-08 11:28:08
Clallam County,2021-10-17 00:00:00,17,110,127,18.14,12,9,37,29,22,17,1,0,213,319.14,2021-11-08 11:28:08
Clallam County,2021-10-24 00:00:00,26,92,118,16.86,16,16,29,18,18,11,10,0,190,281.36,2021-11-08 11:28:08
Clallam County,2021-10-31 00:00:00,30,68,98,14,13,13,26,11,17,12,6,0,26,0,2021-11-08 11:28:08
Clark County,2020-03-01 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,8,1.6,2021-11-08 11:28:08
Clark County,2020-03-08 00:00:00,0,7,7,1,0,0,0,2,2,1,2,0,40,8.21,2021-11-08 11:28:08
Clark County,2020-03-15 00:00:00,0,34,34,4.86,1,0,2,11,10,5,5,0,124,25.04,2021-11-08 11:28:08
Clark County,2020-03-22 00:00:00,0,91,91,13,1,0,17,27,31,13,2,0,138,27.84,2021-11-08 11:28:08
Clark County,2020-03-29 00:00:00,0,48,48,6.86,0,1,11,11,17,6,2,0,115,23.44,2021-11-08 11:28:08
Clark County,2020-04-05 00:00:00,0,69,69,9.86,1,1,12,19,15,14,7,0,125,25.44,2021-11-08 11:28:08
Clark County,2020-04-12 00:00:00,0,58,58,8.29,0,2,11,8,12,9,16,0,91,18.83,2021-11-08 11:28:08
Clark County,2020-04-19 00:00:00,0,36,36,5.14,2,1,4,5,8,7,9,0,60,12.42,2021-11-08 11:28:08
Clark County,2020-04-26 00:00:00,0,26,26,3.71,1,1,5,9,6,3,1,0,45,10.22,2021-11-08 11:28:08
Clark County,2020-05-03 00:00:00,0,25,25,3.57,3,3,5,7,6,1,0,0,44,9.01,2021-11-08 11:28:08
Clark County,2020-05-10 00:00:00,0,20,20,2.86,0,1,4,7,6,2,0,0,90,19.23,2021-11-08 11:28:08
Clark County,2020-05-17 00:00:00,0,76,76,10.86,0,6,23,28,18,1,0,0,126,30.65,2021-11-08 11:28:08
Clark County,2020-05-24 00:00:00,0,77,77,11,14,13,16,20,10,3,1,0,126,27.44,2021-11-08 11:28:08
Clark County,2020-05-31 00:00:00,0,60,60,8.57,2,9,14,18,15,1,1,0,98,20.23,2021-11-08 11:28:08
Clark County,2020-06-07 00:00:00,0,41,41,5.86,1,2,11,19,5,2,1,0,99,21.83,2021-11-08 11:28:08
Clark County,2020-06-14 00:00:00,0,68,68,9.71,3,7,32,12,8,5,1,0,210,45.07,2021-11-08 11:28:08
Clark County,2020-06-21 00:00:00,0,157,157,22.43,9,6,63,41,27,10,1,0,321,69.11,2021-11-08 11:28:08
Clark County,2020-06-28 00:00:00,0,188,188,26.86,14,10,66,52,29,14,3,0,416,94.75,2021-11-08 11:28:08
